上证50 (000016) on 06-17 17:05:51, price= 3000.03, ratio= -1.57%,amount=941910.56 
晋西车轴(600495) on 07-13 22:17:50, price= 8.31, ratio=  0.00%,amount=9062.21 
精工钢构(600496) on 07-13 22:17:50, price= 4.91, ratio=  0.00%,amount=1430.92 
XD驰宏(600497) on 07-13 22:17:50, price=10.80, ratio=  2.37%,amount=73868.60 
烽火通信(600498) on 07-13 22:17:50, price=21.19, ratio=  0.00%,amount=2945.16 
科达洁能(600499) on 07-13 22:17:50, price=29.64, ratio=  0.00%,amount= 0.00 
XD中化(600500) on 07-13 22:17:50, price=12.21, ratio=  0.00%,amount=51288.00 
航天晨光(600501) on 07-13 22:17:50, price=17.63, ratio=  0.00%,amount=2983.60 
安徽水利(600502) on 07-13 22:17:50, price=15.96, ratio=  2.77%,amount=94971.39 
华丽家族(600503) on 07-13 22:17:50, price=12.30, ratio=  6.13%,amount=162633.56 
西昌电力(600505) on 07-13 22:17:50, price= 8.87, ratio=  0.00%,amount=22318.71 
香梨股份(600506) on 07-13 22:17:50, price=14.40, ratio=  2.86%,amount=9792.78 
方大特钢(600507) on 07-13 22:17:50, price= 8.15, ratio=  4.09%,amount=36246.67 
上海能源(600508) on 07-13 22:17:50, price=11.81, ratio=  2.70%,amount=41993.48 
天富能源(600509) on 07-13 22:17:50, price=11.21, ratio=  1.91%,amount=49663.80 
XD黑牡(600510) on 07-13 22:17:50, price=11.09, ratio=  0.82%,amount=19200.59 
国药股份(600511) on 07-13 22:17:50, price=39.29, ratio=  3.39%,amount=34058.47 
腾达建设(600512) on 07-13 22:17:50, price= 3.96, ratio=  0.00%,amount= 0.00 
联环药业(600513) on 07-13 22:17:50, price=20.79, ratio=  3.95%,amount=34791.64 
海岛建设(600515) on 07-13 22:17:50, price=16.29, ratio=  0.00%,amount= 0.00 
方大炭素(600516) on 07-13 22:17:50, price=10.98, ratio=  4.57%,amount=106883.85 
置信电气(600517) on 07-13 22:17:50, price=11.29, ratio=  0.00%,amount=44677.39 
康美药业(600518) on 07-13 22:17:50, price=18.41, ratio=  0.00%,amount=51646.85 
贵州茅台(600519) on 07-13 22:17:50, price=257.75, ratio= -0.10%,amount=383816.94 
中发科技(600520) on 07-13 22:17:50, price=36.09, ratio=  0.00%,amount= 0.00 
华海药业(600521) on 07-13 22:17:50, price=28.77, ratio=  6.56%,amount=76308.26 
中天科技(600522) on 07-13 22:17:50, price=21.48, ratio=  0.00%,amount=1227.87 
贵航股份(600523) on 07-13 22:17:50, price=21.81, ratio=  6.39%,amount=40941.29 
长园集团(600525) on 07-13 22:17:50, price=20.79, ratio=  0.92%,amount=53663.39 
菲达环保(600526) on 07-13 22:17:50, price=20.75, ratio=  0.00%,amount= 0.00 
江南高纤(600527) on 07-13 22:17:50, price= 7.63, ratio=  6.12%,amount=68181.31 
中铁二局(600528) on 07-13 22:17:50, price=15.17, ratio=  5.35%,amount=142079.03 
山东药玻(600529) on 07-13 22:17:50, price=13.78, ratio=  0.00%,amount=16240.68 
交大昂立(600530) on 07-13 22:17:50, price=25.10, ratio=  0.00%,amount=1685.94 
豫光金铅(600531) on 07-13 22:17:50, price=23.19, ratio=  3.99%,amount=179801.35 
宏达矿业(600532) on 07-13 22:17:50, price=12.80, ratio=  0.00%,amount=829.39 
栖霞建设(600533) on 07-13 22:17:50, price= 5.70, ratio=  3.26%,amount=27810.11 
天士力  (600535) on 07-13 22:17:50, price=48.41, ratio= 10.02%,amount=118083.89 
中国软件(600536) on 07-13 22:17:50, price=25.98, ratio=  0.00%,amount=48711.46 
亿晶光电(600537) on 07-13 22:17:50, price=12.21, ratio=  0.00%,amount=1209.66 
国发股份(600538) on 07-13 22:17:50, price= 9.36, ratio=  3.77%,amount=30885.15 
*ST狮头 (600539) on 07-13 22:17:50, price= 9.56, ratio=  3.91%,amount=17868.68 
新赛股份(600540) on 07-13 22:17:50, price=10.85, ratio=  0.65%,amount=14017.31 
莫高股份(600543) on 07-13 22:17:50, price=10.90, ratio=  0.00%,amount=22306.69 
新疆城建(600545) on 07-13 22:17:50, price=10.93, ratio=  4.10%,amount=51998.86 
山煤国际(600546) on 07-13 22:17:50, price= 5.53, ratio=  0.00%,amount=1529.01 
山东黄金(600547) on 07-13 22:17:50, price=21.18, ratio=  6.49%,amount=145632.32 
深高速  (600548) on 07-13 22:17:50, price=10.07, ratio= 10.05%,amount=54986.24 
厦门钨业(600549) on 07-13 22:17:50, price=21.81, ratio=  7.12%,amount=76141.50 
保变电气(600550) on 07-13 22:17:50, price= 9.14, ratio=  0.00%,amount=59842.65 
时代出版(600551) on 07-13 22:17:50, price=19.98, ratio=  2.04%,amount=24733.23 
方兴科技(600552) on 07-13 22:17:50, price=20.48, ratio=  7.85%,amount=60850.90 
九龙山  (600555) on 07-13 22:17:50, price=15.11, ratio=  0.00%,amount= 0.00 
慧球科技(600556) on 07-13 22:17:50, price=17.55, ratio=  8.27%,amount=82312.25 
康缘药业(600557) on 07-13 22:17:50, price=27.96, ratio=  7.54%,amount=108501.91 
大西洋  (600558) on 07-13 22:17:50, price=19.50, ratio=  0.00%,amount= 0.00 
老白干酒(600559) on 07-13 22:17:50, price=67.43, ratio=  5.36%,amount=31856.77 
金自天正(600560) on 07-13 22:17:50, price=16.26, ratio=  9.13%,amount=32474.13 
XD江西(600561) on 07-13 22:17:50, price=19.29, ratio=  0.00%,amount= 0.00 
国睿科技(600562) on 07-13 22:17:50, price=32.48, ratio=  0.00%,amount= 0.00 
法拉电子(600563) on 07-13 22:17:50, price=35.92, ratio=  6.65%,amount=58666.81 
迪马股份(600565) on 07-13 22:17:50, price=12.13, ratio=  0.00%,amount= 0.00 
济川药业(600566) on 07-13 22:17:50, price=20.65, ratio=  0.00%,amount=871.39 
山鹰纸业(600567) on 07-13 22:17:50, price= 3.94, ratio=  0.00%,amount= 0.00 
中珠控股(600568) on 07-13 22:17:50, price=24.10, ratio=  0.00%,amount= 0.00 
安阳钢铁(600569) on 07-13 22:17:50, price= 4.22, ratio=  3.18%,amount=48296.05 
恒生电子(600570) on 07-13 22:17:50, price=80.87, ratio=  0.00%,amount=544948.96 
信雅达  (600571) on 07-13 22:17:50, price=62.51, ratio=  0.00%,amount= 0.00 
康恩贝  (600572) on 07-13 22:17:50, price=14.86, ratio=  0.00%,amount=5809.54 
惠泉啤酒(600573) on 07-13 22:17:50, price= 9.80, ratio=  1.24%,amount=10336.08 
皖江物流(600575) on 07-13 22:17:50, price= 4.11, ratio=  0.00%,amount= 0.00 
万好万家(600576) on 07-13 22:17:50, price=40.88, ratio=  0.00%,amount= 0.00 
精达股份(600577) on 07-13 22:17:50, price= 5.26, ratio=  0.00%,amount=673.44 
京能电力(600578) on 07-13 22:17:50, price= 7.21, ratio=  5.41%,amount=82923.66 
天华院  (600579) on 07-13 22:17:50, price= 9.72, ratio=  0.00%,amount=392.00 
卧龙电气(600580) on 07-13 22:17:50, price=11.83, ratio=  0.00%,amount=5114.64 
八一钢铁(600581) on 07-13 22:17:50, price=10.19, ratio=  8.17%,amount=122422.96 
天地科技(600582) on 07-13 22:17:50, price=15.98, ratio=  0.00%,amount=1776.07 
海油工程(600583) on 07-13 22:17:50, price=12.69, ratio=  5.22%,amount=308260.97 
长电科技(600584) on 07-13 22:17:50, price=20.25, ratio=  0.15%,amount=128778.13 
海螺水泥(600585) on 07-13 22:17:50, price=22.41, ratio=  2.33%,amount=362146.15 
金晶科技(600586) on 07-13 22:17:50, price= 6.03, ratio=  2.20%,amount=40108.78 
新华医疗(600587) on 07-13 22:17:50, price=43.55, ratio=  1.28%,amount=257853.78 
用友网络(600588) on 07-13 22:17:50, price=48.46, ratio=  0.00%,amount=354029.23 
广东榕泰(600589) on 07-13 22:17:50, price=10.84, ratio=  0.00%,amount= 0.00 
泰豪科技(600590) on 07-13 22:17:50, price= 9.23, ratio=  0.00%,amount= 0.00 
龙溪股份(600592) on 07-13 22:17:50, price=13.99, ratio=  7.20%,amount=54812.78 
大连圣亚(600593) on 07-13 22:17:50, price=26.81, ratio=  0.00%,amount=1227.18 
益佰制药(600594) on 07-13 22:17:50, price=54.46, ratio=  0.00%,amount=2700.38 
中孚实业(600595) on 07-13 22:17:50, price=10.19, ratio=  0.00%,amount= 0.00 
新安股份(600596) on 07-13 22:17:50, price= 9.48, ratio=  0.00%,amount=2791.67 
光明乳业(600597) on 07-13 22:17:50, price=16.44, ratio=  0.00%,amount= 0.00 
北大荒  (600598) on 07-13 22:17:50, price=12.38, ratio=  0.00%,amount=44946.55 
熊猫金控(600599) on 07-13 22:17:50, price=25.71, ratio=  0.00%,amount=2692.56 
青岛啤酒(600600) on 07-13 22:17:50, price=45.07, ratio=  4.33%,amount=112732.52 
方正科技(600601) on 07-13 22:17:50, price= 6.18, ratio=  0.00%,amount=1929.51 
仪电电子(600602) on 07-13 22:17:50, price=10.28, ratio=  0.00%,amount= 0.00 
大洲兴业(600603) on 07-13 22:17:50, price= 9.87, ratio=  0.00%,amount=298.95 
市北高新(600604) on 07-13 22:17:50, price=11.23, ratio=  0.00%,amount=230.60 
汇通能源(600605) on 07-13 22:17:50, price=13.97, ratio=  0.00%,amount=268.25 
金丰投资(600606) on 07-13 22:17:50, price=17.29, ratio=  1.71%,amount=70981.57 
*ST沪科 (600608) on 07-13 22:17:50, price= 9.01, ratio=  2.39%,amount=28699.33 
金杯汽车(600609) on 07-13 22:17:50, price= 7.19, ratio=  0.00%,amount= 0.00 
中毅达  (600610) on 07-13 22:17:50, price= 7.43, ratio=  0.00%,amount= 0.00 
大众交通(600611) on 07-13 22:17:50, price=11.94, ratio=  0.00%,amount=4771.97 
老凤祥  (600612) on 07-13 22:17:50, price=51.06, ratio=  0.00%,amount=7228.13 
神奇制药(600613) on 07-13 22:17:50, price=17.14, ratio=  1.54%,amount=20940.41 
鼎立股份(600614) on 07-13 22:17:50, price=29.04, ratio=  0.00%,amount= 0.00 
丰华股份(600615) on 07-13 22:17:50, price=16.25, ratio=  4.84%,amount=17788.77 
金枫酒业(600616) on 07-13 22:17:50, price=11.48, ratio=  4.36%,amount=35827.49 
国新能源(600617) on 07-13 22:17:50, price=19.11, ratio=  3.30%,amount=28033.56 
氯碱化工(600618) on 07-13 22:17:50, price=10.60, ratio=  1.83%,amount=12841.57 
海立股份(600619) on 07-13 22:17:50, price= 9.32, ratio=  0.00%,amount=237.80 
天宸股份(600620) on 07-13 22:17:50, price=10.11, ratio=  0.00%,amount=1202.82 
华鑫股份(600621) on 07-13 22:17:50, price=10.56, ratio=  0.00%,amount=902.91 
嘉宝集团(600622) on 07-13 22:17:50, price=10.89, ratio=  4.81%,amount=26315.37 
双钱股份(600623) on 07-13 22:17:50, price=19.59, ratio=  4.26%,amount=21652.08 
复旦复华(600624) on 07-13 22:17:50, price=11.34, ratio=  0.00%,amount=721.73 
申达股份(600626) on 07-13 22:17:50, price=14.40, ratio=  2.86%,amount=107137.33 
新世界  (600628) on 07-13 22:17:50, price=13.82, ratio=  0.00%,amount=20589.98 
棱光实业(600629) on 07-13 22:17:50, price=21.91, ratio=  0.00%,amount=12888.20 
XD龙头(600630) on 07-13 22:17:50, price=11.10, ratio=  0.09%,amount=34321.34 
浙报传媒(600633) on 07-13 22:17:50, price=18.05, ratio=  6.18%,amount=112102.95 
中技控股(600634) on 07-13 22:17:50, price=37.38, ratio=  0.00%,amount= 0.00 
大众公用(600635) on 07-13 22:17:50, price= 6.74, ratio=  0.00%,amount=2762.69 
三爱富  (600636) on 07-13 22:17:50, price=14.36, ratio=  4.06%,amount=34071.30 
东方明珠(600637) on 07-13 22:17:50, price=39.45, ratio=  5.20%,amount=290632.49 
新黄浦  (600638) on 07-13 22:17:50, price=12.90, ratio=  5.91%,amount=48559.28 
XD浦东(600639) on 07-13 22:17:50, price=18.58, ratio=  3.22%,amount=26802.78 
号百控股(600640) on 07-13 22:17:50, price=20.44, ratio=  4.98%,amount=22102.72 
万业企业(600641) on 07-13 22:17:50, price=11.08, ratio=  0.00%,amount= 0.00 
申能股份(600642) on 07-13 22:17:50, price= 9.26, ratio=  4.99%,amount=135336.05 
爱建股份(600643) on 07-13 22:17:50, price=16.73, ratio=  0.00%,amount= 0.00 
*ST乐电 (600644) on 07-13 22:17:50, price= 8.99, ratio=  3.33%,amount=20454.37 
中源协和(600645) on 07-13 22:17:50, price=79.34, ratio=  0.00%,amount= 0.00 
同达创业(600647) on 07-13 22:17:50, price=21.40, ratio=  0.94%,amount=8811.59 
外高桥  (600648) on 07-13 22:17:50, price=24.88, ratio=  1.55%,amount=68679.59 
城投控股(600649) on 07-13 22:17:50, price=13.76, ratio=  0.44%,amount=191264.28 
锦江投资(600650) on 07-13 22:17:50, price=15.02, ratio=  0.00%,amount=19546.03 
飞乐音响(600651) on 07-13 22:17:50, price=16.34, ratio=  0.00%,amount=49391.14 
游久游戏(600652) on 07-13 22:17:50, price=36.50, ratio=  0.00%,amount= 0.00 
申华控股(600653) on 07-13 22:17:50, price= 5.98, ratio=  0.00%,amount=2480.57 
中安消  (600654) on 07-13 22:17:50, price=30.91, ratio=  0.00%,amount= 0.00 
豫园商城(600655) on 07-13 22:17:50, price=16.06, ratio=  0.37%,amount=93246.23 
*ST博元 (600656) on 07-13 22:17:50, price= 0.00, ratio=  0.00%,amount= 0.00 
信达地产(600657) on 07-13 22:17:50, price= 7.50, ratio=  4.17%,amount=36214.95 
电子城  (600658) on 07-13 22:17:50, price=11.33, ratio=  0.00%,amount=950.08 
福耀玻璃(600660) on 07-13 22:17:50, price=15.49, ratio=  3.27%,amount=134114.30 
新南洋  (600661) on 07-13 22:17:50, price=22.43, ratio=  0.00%,amount=966.51 
强生控股(600662) on 07-13 22:17:50, price=10.19, ratio=  4.30%,amount=62029.24 
陆家嘴  (600663) on 07-13 22:17:50, price=45.50, ratio=  5.15%,amount=107847.13 
哈药股份(600664) on 07-13 22:17:50, price=11.17, ratio=  0.00%,amount= 0.00 
天地源  (600665) on 07-13 22:17:50, price= 6.19, ratio=  3.17%,amount=27990.52 
西南药业(600666) on 07-13 22:17:50, price=29.91, ratio=  0.00%,amount=1018.56 
太极实业(600667) on 07-13 22:17:50, price= 6.25, ratio=  0.00%,amount= 0.00 
尖峰集团(600668) on 07-13 22:17:50, price=11.89, ratio=  0.00%,amount=10501.52 
天目药业(600671) on 07-13 22:17:50, price=20.13, ratio=  0.00%,amount=969.06 
东阳光科(600673) on 07-13 22:17:50, price= 8.16, ratio=  0.00%,amount= 0.00 
川投能源(600674) on 07-13 22:17:50, price=11.86, ratio=  2.33%,amount=188101.63 
中华企业(600675) on 07-13 22:17:50, price= 7.49, ratio=  0.00%,amount=3235.60 
交运股份(600676) on 07-13 22:17:50, price=16.23, ratio=  1.12%,amount=231826.78 
航天通信(600677) on 07-13 22:17:50, price=19.11, ratio=  0.00%,amount=2407.70 
四川金顶(600678) on 07-13 22:17:50, price=13.42, ratio=  0.00%,amount=27412.90 
金山开发(600679) on 07-13 22:17:50, price=15.16, ratio=  5.28%,amount=19015.28 
上海普天(600680) on 07-13 22:17:50, price=16.02, ratio=  6.45%,amount=16185.40 
万鸿集团(600681) on 07-13 22:17:50, price=10.01, ratio=  0.00%,amount= 0.00 
南京新百(600682) on 07-13 22:17:50, price=37.53, ratio=  0.00%,amount= 0.00 
京投银泰(600683) on 07-13 22:17:50, price= 6.34, ratio=  0.00%,amount= 0.00 
珠江实业(600684) on 07-13 22:17:50, price=10.19, ratio=  3.98%,amount=47226.43 
中船防务(600685) on 07-13 22:17:50, price=46.61, ratio=  6.20%,amount=57333.99 
金龙汽车(600686) on 07-13 22:17:50, price=19.20, ratio=  4.63%,amount=19334.15 
刚泰控股(600687) on 07-13 22:17:50, price=31.74, ratio=  0.00%,amount= 0.00 
上海石化(600688) on 07-13 22:17:50, price= 8.10, ratio=  3.98%,amount=273699.18 
上海三毛(600689) on 07-13 22:17:50, price=15.21, ratio=  0.00%,amount= 0.00 
青岛海尔(600690) on 07-13 22:17:50, price=31.26, ratio=  4.20%,amount=322723.73 
*ST阳化 (600691) on 07-13 22:17:50, price= 4.34, ratio=  2.84%,amount=63860.47 
亚通股份(600692) on 07-13 22:17:50, price=14.80, ratio= 10.20%,amount=81969.44 
东百集团(600693) on 07-13 22:17:50, price= 8.91, ratio=  0.00%,amount=869.88 
大商股份(600694) on 07-13 22:17:50, price=46.84, ratio=  1.17%,amount=54551.40 
绿庭投资(600695) on 07-13 22:17:50, price= 6.31, ratio=  0.00%,amount= 0.00 
多伦股份(600696) on 07-13 22:17:50, price= 8.92, ratio=  0.00%,amount=9267.29 
欧亚集团(600697) on 07-13 22:17:50, price=26.90, ratio=  0.00%,amount=18571.96 
湖南天雁(600698) on 07-13 22:17:50, price= 8.10, ratio=  8.00%,amount=36083.68 
均胜电子(600699) on 07-13 22:17:50, price=34.13, ratio=  0.00%,amount=22200.63 
工大高新(600701) on 07-13 22:17:50, price=12.36, ratio=  0.00%,amount=547.02 
沱牌舍得(600702) on 07-13 22:17:50, price=26.11, ratio=  0.00%,amount= 0.00 
三安光电(600703) on 07-13 22:17:50, price=26.00, ratio=  0.00%,amount=16192.47 
物产中大(600704) on 07-13 22:17:50, price=17.93, ratio=  0.00%,amount=1439.83 
中航资本(600705) on 07-13 22:17:50, price=17.83, ratio=  0.00%,amount=263995.82 
曲江文旅(600706) on 07-13 22:17:50, price=13.33, ratio=  0.00%,amount= 0.00 
彩虹股份(600707) on 07-13 22:17:50, price=12.35, ratio=  9.78%,amount=173979.73 
海博股份(600708) on 07-13 22:17:50, price=10.47, ratio=  2.65%,amount=26459.67 
*ST常林 (600710) on 07-13 22:17:50, price= 6.35, ratio=  4.10%,amount=37849.54 
盛屯矿业(600711) on 07-13 22:17:50, price= 8.00, ratio=  1.91%,amount=75042.16 
南宁百货(600712) on 07-13 22:17:50, price= 7.93, ratio=  5.31%,amount=43546.53 
南京医药(600713) on 07-13 22:17:50, price=12.66, ratio=  5.50%,amount=76876.99 
金瑞矿业(600714) on 07-13 22:17:50, price=10.68, ratio=  0.00%,amount=6241.91 
*ST松辽 (600715) on 07-13 22:17:50, price=27.33, ratio=  4.91%,amount=22900.62 
凤凰股份(600716) on 07-13 22:17:50, price= 6.62, ratio=  0.00%,amount=366.67 
天津港  (600717) on 07-13 22:17:50, price=14.49, ratio=  6.23%,amount=118166.95 
东软集团(600718) on 07-13 22:17:50, price=16.09, ratio=  0.00%,amount=31899.30 
大连热电(600719) on 07-13 22:17:50, price=10.76, ratio=  0.00%,amount= 0.00 
祁连山  (600720) on 07-13 22:17:50, price= 9.21, ratio=  7.59%,amount=60077.23 
百花村  (600721) on 07-13 22:17:50, price=13.59, ratio=  0.22%,amount=15926.27 
*ST金化 (600722) on 07-13 22:17:50, price= 6.90, ratio=  0.00%,amount= 0.00 
XD首商(600723) on 07-13 22:17:50, price= 9.92, ratio=  8.65%,amount=28435.53 
宁波富达(600724) on 07-13 22:17:50, price= 7.29, ratio=  0.97%,amount=20137.49 
云维股份(600725) on 07-13 22:17:50, price= 5.96, ratio=  0.00%,amount=341.08 
华电能源(600726) on 07-13 22:17:50, price= 9.20, ratio=  5.14%,amount=138222.67 
鲁北化工(600727) on 07-13 22:17:50, price= 6.53, ratio=  0.00%,amount=209.62 
佳都科技(600728) on 07-13 22:17:50, price=27.60, ratio=  0.00%,amount=15999.80 
重庆百货(600729) on 07-13 22:17:50, price=28.03, ratio=  0.50%,amount=46878.60 
中国高科(600730) on 07-13 22:17:50, price=17.52, ratio=  0.00%,amount=2209.80 
湖南海利(600731) on 07-13 22:17:50, price= 8.60, ratio=  3.61%,amount=15158.39 
*ST新梅 (600732) on 07-13 22:17:50, price= 7.10, ratio=  5.03%,amount=21975.03 
S前锋   (600733) on 07-13 22:17:50, price=52.62, ratio=  0.42%,amount=53619.55 
实达集团(600734) on 07-13 22:17:50, price= 9.81, ratio=  0.00%,amount= 0.00 
新华锦  (600735) on 07-13 22:17:50, price=23.01, ratio= 18.00%,amount=92975.65 
苏州高新(600736) on 07-13 22:17:50, price= 8.80, ratio=  0.00%,amount=24104.65 
中粮屯河(600737) on 07-13 22:17:50, price=17.19, ratio=  8.11%,amount=208071.52 
兰州民百(600738) on 07-13 22:17:50, price= 8.27, ratio=  1.97%,amount=18079.24 
辽宁成大(600739) on 07-13 22:17:50, price=15.83, ratio=  0.00%,amount= 0.00 
山西焦化(600740) on 07-13 22:17:50, price= 6.75, ratio=  5.80%,amount=34447.55 
华域汽车(600741) on 07-13 22:17:50, price=20.10, ratio=  5.07%,amount=169620.32 
一汽富维(600742) on 07-13 22:17:50, price=25.93, ratio=  5.41%,amount=39746.93 
华远地产(600743) on 07-13 22:17:50, price= 7.10, ratio=  0.28%,amount=36201.09 
华银电力(600744) on 07-13 22:17:50, price= 9.55, ratio=  5.18%,amount=81446.51 
中茵股份(600745) on 07-13 22:17:50, price=31.99, ratio=  0.00%,amount= 0.00 
江苏索普(600746) on 07-13 22:17:50, price=10.14, ratio=  1.60%,amount=15255.33 
大连控股(600747) on 07-13 22:17:50, price= 6.64, ratio=  0.00%,amount= 0.00 
上实发展(600748) on 07-13 22:17:50, price=12.73, ratio=  1.27%,amount=36015.51 
西藏旅游(600749) on 07-13 22:17:50, price=13.44, ratio=  0.00%,amount=2735.33 
江中药业(600750) on 07-13 22:17:50, price=38.32, ratio=  1.11%,amount=56231.47 
天海投资(600751) on 07-13 22:17:50, price=11.44, ratio=  8.95%,amount=64339.06 
东方银星(600753) on 07-13 22:17:50, price=37.01, ratio=  0.00%,amount= 0.00 
锦江股份(600754) on 07-13 22:17:50, price=28.81, ratio=  0.00%,amount= 0.00 
厦门国贸(600755) on 07-13 22:17:50, price= 9.56, ratio=  3.02%,amount=76770.94 
浪潮软件(600756) on 07-13 22:17:50, price=25.21, ratio=  0.00%,amount=3018.62 
长江传媒(600757) on 07-13 22:17:50, price= 9.90, ratio=  0.00%,amount=2536.17 
红阳能源(600758) on 07-13 22:17:50, price=12.14, ratio=  8.59%,amount=16096.79 
洲际油气(600759) on 07-13 22:17:50, price=10.22, ratio=  0.00%,amount=7564.25 
中航黑豹(600760) on 07-13 22:17:50, price=16.48, ratio=  4.97%,amount=94978.35 
安徽合力(600761) on 07-13 22:17:50, price=15.13, ratio=  2.30%,amount=36018.70 
通策医疗(600763) on 07-13 22:17:50, price=110.36, ratio=  0.00%,amount= 0.00 
中电广通(600764) on 07-13 22:17:50, price=16.35, ratio=  5.48%,amount=21833.04 
中航重机(600765) on 07-13 22:17:50, price=20.81, ratio=  2.51%,amount=82428.07 
园城黄金(600766) on 07-13 22:17:50, price=10.01, ratio=  0.00%,amount=2806.04 
运盛医疗(600767) on 07-13 22:17:50, price=21.69, ratio=  3.29%,amount=122770.88 
宁波富邦(600768) on 07-13 22:17:50, price=16.41, ratio=  2.24%,amount=10682.53 
祥龙电业(600769) on 07-13 22:17:50, price= 7.05, ratio=  0.00%,amount=2759.79 
综艺股份(600770) on 07-13 22:17:50, price=12.84, ratio=  0.00%,amount=3566.87 
广誉远  (600771) on 07-13 22:17:50, price=42.41, ratio=  0.00%,amount=81183.98 
西藏城投(600773) on 07-13 22:17:50, price=13.21, ratio=  0.08%,amount=19425.40 
汉商集团(600774) on 07-13 22:17:50, price=22.98, ratio= 11.01%,amount=31571.29 
南京熊猫(600775) on 07-13 22:17:50, price=14.63, ratio=  3.03%,amount=54477.09 
东方通信(600776) on 07-13 22:17:50, price=14.40, ratio= 10.01%,amount=79249.28 
新潮实业(600777) on 07-13 22:17:50, price=11.80, ratio=  0.00%,amount= 0.00 
友好集团(600778) on 07-13 22:17:50, price=16.01, ratio=  0.00%,amount= 0.00 
*ST水井 (600779) on 07-13 22:17:50, price=11.08, ratio=  3.75%,amount=24408.41 
通宝能源(600780) on 07-13 22:17:50, price= 9.00, ratio=  4.65%,amount=31038.60 
辅仁药业(600781) on 07-13 22:17:50, price=16.95, ratio=  2.73%,amount=25698.83 
新钢股份(600782) on 07-13 22:17:50, price= 5.69, ratio=  0.89%,amount=15347.42 
鲁信创投(600783) on 07-13 22:17:50, price=26.51, ratio=  6.04%,amount=92297.58 
鲁银投资(600784) on 07-13 22:17:50, price=11.36, ratio=  6.17%,amount=87710.38 
新华百货(600785) on 07-13 22:17:50, price=21.77, ratio=  2.69%,amount=17339.14 
中储股份(600787) on 07-13 22:17:50, price=11.69, ratio=  0.86%,amount=89428.37 
鲁抗医药(600789) on 07-13 22:17:50, price=11.50, ratio=  4.55%,amount=52105.27 
轻纺城  (600790) on 07-13 22:17:50, price=13.38, ratio=  0.00%,amount= 0.00 
京能置业(600791) on 07-13 22:17:50, price= 6.77, ratio=  0.00%,amount=460.89 
云煤能源(600792) on 07-13 22:17:50, price= 6.06, ratio=  4.48%,amount=25152.89 
ST宜纸  (600793) on 07-13 22:17:50, price=19.98, ratio=  0.00%,amount= 0.00 
保税科技(600794) on 07-13 22:17:50, price= 7.14, ratio=  0.28%,amount=49893.44 
国电电力(600795) on 07-13 22:17:50, price= 5.73, ratio=  5.52%,amount=651555.06 
钱江生化(600796) on 07-13 22:17:50, price= 9.08, ratio=  0.00%,amount=16927.38 
浙大网新(600797) on 07-13 22:17:50, price=12.66, ratio=  0.00%,amount=2223.76 
宁波海运(600798) on 07-13 22:17:50, price= 7.36, ratio=  2.22%,amount=41689.47 
天津磁卡(600800) on 07-13 22:17:50, price= 9.43, ratio=  3.06%,amount=49318.06 
华新水泥(600801) on 07-13 22:17:50, price=10.83, ratio=  6.18%,amount=58979.08 
福建水泥(600802) on 07-13 22:17:50, price= 7.94, ratio=  6.15%,amount=34930.66 
新奥股份(600803) on 07-13 22:17:50, price=17.28, ratio=  1.65%,amount=34203.52 
鹏博士  (600804) on 07-13 22:17:50, price=19.69, ratio=  0.00%,amount= 0.00 
悦达投资(600805) on 07-13 22:17:50, price=15.14, ratio=  3.77%,amount=99958.35 
昆明机床(600806) on 07-13 22:17:50, price= 8.84, ratio=  0.00%,amount= 0.00 
天业股份(600807) on 07-13 22:17:50, price=21.31, ratio=  0.00%,amount= 0.00 
马钢股份(600808) on 07-13 22:17:50, price= 5.13, ratio=  6.88%,amount=117719.10 
山西汾酒(600809) on 07-13 22:17:50, price=21.00, ratio=  5.00%,amount=70130.61 
神马股份(600810) on 07-13 22:17:50, price= 7.98, ratio=  2.57%,amount=12814.66 
东方集团(600811) on 07-13 22:17:50, price=10.51, ratio=  6.05%,amount=122291.55 
华北制药(600812) on 07-13 22:17:50, price= 9.48, ratio=  2.38%,amount=42527.84 
杭州解百(600814) on 07-13 22:17:50, price=12.69, ratio=  5.75%,amount=31465.80 
厦工股份(600815) on 07-13 22:17:50, price=14.78, ratio=  7.02%,amount=116039.29 
安信信托(600816) on 07-13 22:17:50, price=39.71, ratio=  0.00%,amount=7439.29 
ST宏盛  (600817) on 07-13 22:17:50, price=11.24, ratio=  0.00%,amount= 0.00 
中路股份(600818) on 07-13 22:17:50, price=47.24, ratio=  0.00%,amount= 0.00 
耀皮玻璃(600819) on 07-13 22:17:50, price= 7.37, ratio=  3.80%,amount=30821.61 
隧道股份(600820) on 07-13 22:17:50, price=10.80, ratio=  2.27%,amount=146138.30 
津劝业  (600821) on 07-13 22:17:50, price= 6.62, ratio=  0.00%,amount=1069.93 
上海物贸(600822) on 07-13 22:17:50, price=10.14, ratio=  3.47%,amount=16276.98 
世茂股份(600823) on 07-13 22:17:50, price=14.36, ratio=  5.67%,amount=71127.02 
益民集团(600824) on 07-13 22:17:50, price= 7.59, ratio=  1.20%,amount=41659.54 
新华传媒(600825) on 07-13 22:17:50, price=13.72, ratio=  7.78%,amount=100292.93 
兰生股份(600826) on 07-13 22:17:50, price=27.32, ratio=  2.32%,amount=27155.06 
